o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:type,dcterms:identifier,dcterms:alternative,dcterms:references,ric:hasOrHadCategory,ric:latitude,ric:longitude,gn:parentADM1,gn:population
975,https://undusting.org/edut710/admin/item/975,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"עין יעקב","moshav | מושב",710.Loc.00369,"Ein Ya'akov|En Ya'aqov",https://www.wikidata.org/wiki/Q2777566,"Israel Location",33.01019722,35.22919722,"Ma'ale Yosef Regional Council | מעלה יוסף",1137
974,https://undusting.org/edut710/admin/item/974,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"עין יהב","moshav | מושב",710.Loc.00370,"Ein Yahav|En Yahav",https://www.wikidata.org/wiki/Q279745,"Israel Location",30.6585,35.2368,"Central Arava Regional Council | הערבה התיכונה",665
973,https://undusting.org/edut710/admin/item/973,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"עין זיוון","Israeli settlement | קיבוץ",710.Loc.00371,"Ein Zivan|En Ziwan",https://www.wikidata.org/wiki/Q2909997,"Israel Location",33.09638889,35.79638889,"Golan Regional Council | גולן",370
972,https://undusting.org/edut710/admin/item/972,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"עין צורים","kibbutz | קיבוץ",710.Loc.00372,"Ein Tzurim|En Zurim",https://www.wikidata.org/wiki/Q2889500,"Israel Location",31.6947,34.7186,"Shafir Regional Council | שפיר",863
971,https://undusting.org/edut710/admin/item/971,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,עינת,"kibbutz | קיבוץ",710.Loc.00373,Einat|Enat,https://www.wikidata.org/wiki/Q2920136,"Israel Location",32.08239722,34.93919722,"Drom HaSharon Regional Council | דרום השרון",786
970,https://undusting.org/edut710/admin/item/970,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,ענב,"Israeli settlement | ישוב",710.Loc.00374,Einav|Enav,https://www.wikidata.org/wiki/Q325928,"Israel Location",32.28441111,35.12603889,"Shomron Regional Council | שומרון",891
969,https://undusting.org/edut710/admin/item/969,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,ארז,"human settlement | קיבוץ",710.Loc.0008,Erez,https://www.wikidata.org/wiki/Q1350054,"710_Locations | Israel Location",31.55989722,34.56609722,"Sha'ar HaNegev Regional Council | שער הנגב",487
968,https://undusting.org/edut710/admin/item/968,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אשבול,"moshav | מושב",710.Loc.00376,Eshbol,https://www.wikidata.org/wiki/Q2888882,"Israel Location",31.4465,34.66709722,"Merhavim Regional Council | מרחבים",562
967,https://undusting.org/edut710/admin/item/967,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"אשל הנשיא","human settlement | ישוב",710.Loc.00377,"Eshel Hanasi",https://www.wikidata.org/wiki/Q2889072,"Israel Location",31.32682778,34.69749722,"Merhavim Regional Council | מרחבים",349
966,https://undusting.org/edut710/admin/item/966,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אשחר,"human settlement | ישוב",710.Loc.00378,Eshhar,https://www.wikidata.org/wiki/Q2889927,"Israel Location",32.88486667,35.30134722,"Misgav Regional Council | משגב",965
965,https://undusting.org/edut710/admin/item/965,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אשכולות,"Israeli settlement | ישוב",710.Loc.00379,Eshkolot,https://www.wikidata.org/wiki/Q2889238,"Israel Location",31.39083333,34.90472222,"Har Hevron Regional Council | הר חברון",577
964,https://undusting.org/edut710/admin/item/964,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אשתאול,"moshav | מושב",710.Loc.00380,Eshtaol|Eshta'ol,https://www.wikidata.org/wiki/Q3593,"Israel Location",31.78109722,35.0101,"Mateh Yehuda Regional Council | מטה יהודה",1238
963,https://undusting.org/edut710/admin/item/963,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,איתן,"human settlement | ישוב",710.Loc.00381,Etan,https://www.wikidata.org/wiki/Q110975212,"Israel Location",,,"Ekiti|Kwara State | שפיר",
962,https://undusting.org/edut710/admin/item/962,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,איתנים,"village | כפר",710.Loc.00383,Eitanim|Etanim,https://www.wikidata.org/wiki/Q2778092,"Israel Location",31.7789,35.09516944,"Mateh Yehuda Regional Council | מטה יהודה",72
961,https://undusting.org/edut710/admin/item/961,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אתגר,Etgar,710.Loc.00384,"אתגר (יישוב)|Etgar",https://www.wikidata.org/wiki/Q6520152,"Israel Location",32.85869722,35.25939722,משגב,
960,https://undusting.org/edut710/admin/item/960,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"אבן מנחם","moshav | מושב",710.Loc.00385,"Even Menachem|Even Menahem",https://www.wikidata.org/wiki/Q2889340,"Israel Location",33.07382778,35.29493889,"Ma'ale Yosef Regional Council | מעלה יוסף",286
959,https://undusting.org/edut710/admin/item/959,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"אבן ספיר","human settlement | מושב",710.Loc.00386,"Even Sapir|Even Sappir",https://www.wikidata.org/wiki/Q1026815,"Israel Location",31.763,35.13459722,"Mateh Yehuda Regional Council | מטה יהודה",728
958,https://undusting.org/edut710/admin/item/958,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"אבן שמואל","human settlement | ישוב",710.Loc.00387,"Even Shmuel|Even Shemu'el",https://www.wikidata.org/wiki/Q2889278,"Israel Location",31.57539722,34.7629,"Shafir Regional Council | שפיר",1807
957,https://undusting.org/edut710/admin/item/957,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"אבן יהודה","human settlement | ישוב",710.Loc.00388,"Even Yehuda",https://www.wikidata.org/wiki/Q2915760,"Israel Location",32.270025,34.88742778,"Central District",13700
956,https://undusting.org/edut710/admin/item/956,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גלעד (אבן יצחק)","kibbutz | קיבוץ",710.Loc.00389,"Gal'ed|Even Yizhaq(gal'ed)",https://www.wikidata.org/wiki/Q1011531,"Israel Location",32.55639722,35.07699722,"Megiddo Regional Council | מגידו",463
955,https://undusting.org/edut710/admin/item/955,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,עברון,"kibbutz | קיבוץ",710.Loc.00390,Evron,https://www.wikidata.org/wiki/Q2889411,"Israel Location",32.99138889,35.10027778,"Mateh Asher Regional Council | מטה אשר",856
954,https://undusting.org/edut710/admin/item/954,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,אייל,"human settlement | קיבוץ",710.Loc.00391,Eyal,https://www.wikidata.org/wiki/Q2920290,"Israel Location",32.21009722,34.97959722,"Drom HaSharon Regional Council | דרום השרון",482
953,https://undusting.org/edut710/admin/item/953,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,עזר,"human settlement | ישוב",710.Loc.00392,Ezer,https://www.wikidata.org/wiki/Q2471186,"Israel Location",31.73669722,34.67079722,"Be'er Tuvia Regional Council | באר טוביה",837
952,https://undusting.org/edut710/admin/item/952,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,עזוז,"human settlement | ישוב",710.Loc.00393,Ezuz,https://www.wikidata.org/wiki/Q2889580,"Israel Location",30.79176389,34.47252222,"Ramat Negev Regional Council | רמת נגב",75
951,https://undusting.org/edut710/admin/item/951,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,פסוטה,"human settlement | ישוב",710.Loc.00394,Fassuta,https://www.wikidata.org/wiki/Q2917294,"Israel Location",33.04944444,35.30583333,"Acre Subdistrict",3236
950,https://undusting.org/edut710/admin/item/950,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,פוריידיס,"local council in Israel | מועצה מקומית",710.Loc.00395,Fureidis,https://www.wikidata.org/wiki/Q1011538,"Israel Location",32.59654167,34.9506,"Hadera Subdistrict",13250
949,https://undusting.org/edut710/admin/item/949,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,געש,"human settlement | קיבוץ",710.Loc.00396,Ga'ash,https://www.wikidata.org/wiki/Q2889806,"Israel Location",32.2293,34.82589722,"Central District | חוף השרון",682
948,https://undusting.org/edut710/admin/item/948,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,געתון,"kibbutz | קיבוץ",710.Loc.00397,Ga'aton|Ga'ton,https://www.wikidata.org/wiki/Q2890864,"Israel Location",33.00619722,35.2145,"Mateh Asher Regional Council | מטה אשר",568
947,https://undusting.org/edut710/admin/item/947,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גדיש,"moshav | מושב",710.Loc.00398,Gadish,,"Israel Location",,,הגלבוע,
946,https://undusting.org/edut710/admin/item/946,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גדות,"human settlement | קיבוץ",710.Loc.00399,Gadot,https://www.wikidata.org/wiki/Q2889745,"Israel Location",33.018,35.61719722,"Upper Galilee Regional Council | הגליל העליון",406
945,https://undusting.org/edut710/admin/item/945,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גלאון,"human settlement | קיבוץ",710.Loc.00400,"Gal On|Gal'on",https://www.wikidata.org/wiki/Q2468110,"Israel Location",31.63277778,34.84777778,"Yoav Regional Council | יואב",378
944,https://undusting.org/edut710/admin/item/944,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן הדרום","moshav | מושב",710.Loc.00401,"Gan Hadarom",https://www.wikidata.org/wiki/Q2920113,"Israel Location",31.8042,34.70109722,"Gederot Regional Council | גדרות",563
943,https://undusting.org/edut710/admin/item/943,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן השומרון","moshav | מושב",710.Loc.00402,"Gan Hashomron|Gan Hashomeron",https://www.wikidata.org/wiki/Q166874,"Israel Location",32.46333333,34.9975,"Menashe Regional Council | מנשה",803
942,https://undusting.org/edut710/admin/item/942,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן חיים","moshav | מושב",710.Loc.00403,"Gan Haim|Gan Hayyim",https://www.wikidata.org/wiki/Q2920454,"Israel Location",32.19599722,34.90789444,"Drom HaSharon Regional Council | דרום השרון",816
941,https://undusting.org/edut710/admin/item/941,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן נר","human settlement | ישוב קהילתי",710.Loc.00404,"Gan Ner",https://www.wikidata.org/wiki/Q2777262,"Israel Location",32.53139722,35.3385,"Gilboa Regional Council | הגלבוע",2672
940,https://undusting.org/edut710/admin/item/940,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן שלמה","human settlement | קיבוץ",710.Loc.00405,"Kvutzat Shiller|Gan Shelomo",https://www.wikidata.org/wiki/Q2777371,"Israel Location",31.8779,34.79879722,"Brenner Regional Council | ברנר",580
939,https://undusting.org/edut710/admin/item/939,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן שמואל","kibbutz | קיבוץ",710.Loc.00406,"Gan Shmuel|Gan Shemu'el",https://www.wikidata.org/wiki/Q166857,"Israel Location",32.45,34.95,"Menashe Regional Council | מנשה",870
938,https://undusting.org/edut710/admin/item/938,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן שורק","moshav | מושב",710.Loc.00407,"Gan Sorek|Gan Soreq",https://www.wikidata.org/wiki/Q2890477,"Israel Location",31.94419722,34.7599,"Gan Raveh Regional Council | גן רווה",677
937,https://undusting.org/edut710/admin/item/937,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן יבנה","city or town | עיירה",710.Loc.00408,"Gan-yavne|Gan Yavne",https://www.wikidata.org/wiki/Q924849,"Israel Location",31.78861111,34.70527778,,22453
936,https://undusting.org/edut710/admin/item/936,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גן יאשיה","moshav | מושב",710.Loc.00409,"Gan Yoshiya|Gan Yoshiyya",https://www.wikidata.org/wiki/Q2919998,"Israel Location",32.3496,34.9906,"Hefer Valley Regional Council | עמק חפר",1019
935,https://undusting.org/edut710/admin/item/935,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני עם","moshav | מושב",710.Loc.00410,"Ganei Am|Ganne Am",https://www.wikidata.org/wiki/Q2890461,"Israel Location",32.15079722,34.90121944,"Drom HaSharon Regional Council | דרום השרון",240
934,https://undusting.org/edut710/admin/item/934,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני הדר","community settlement | ישוב קהילתי",710.Loc.00411,"Ganei Hadar|Ganne Hadar",https://www.wikidata.org/wiki/Q2919874,"Israel Location",31.879,34.85349722,"Gezer Regional Council | גזר",278
933,https://undusting.org/edut710/admin/item/933,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני מודיעין","Israeli settlement | ישוב",710.Loc.00412,"Ganei Modi'in|Ganne Modiin",https://www.wikidata.org/wiki/Q28220814,"Israel Location",31.92955556,35.01675,"Mateh Binyamin Regional Council | מטה בנימין",2688
932,https://undusting.org/edut710/admin/item/932,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני טל","moshav | מושב",710.Loc.00413,"Ganei Tal|Ganne Tal",https://www.wikidata.org/wiki/Q16132344,"Israel Location",31.788594,34.791772,"Nahal Sorek Regional Council | נחל שורק",867
931,https://undusting.org/edut710/admin/item/931,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני תקווה","municipality | מועצה",710.Loc.00414,"Ganei Tikva|Ganne Tiqwa",https://www.wikidata.org/wiki/Q2920123,"Israel Location",32.06111111,34.87444444,,16053
930,https://undusting.org/edut710/admin/item/930,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גני יוחנן","moshav | מושב",710.Loc.00416,"Ganei Yohanan|Ganne Yohanan",https://www.wikidata.org/wiki/Q2890485,"Israel Location",31.85849722,34.8385,"Gezer Regional Council | גזר",618
929,https://undusting.org/edut710/admin/item/929,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גנות,"moshav | מושב",710.Loc.00417,Ganot|Gannot,https://www.wikidata.org/wiki/Q2778240,"Israel Location",32.0163,34.83279722,"Sdot Dan Regional Council | שדות דן",590
928,https://undusting.org/edut710/admin/item/928,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גנות הדר","human settlement | ישוב",710.Loc.00418,"Ganot Hadar|Gannot Hadar",https://www.wikidata.org/wiki/Q2920466,"Israel Location",32.31989722,34.9003,"Lev HaSharon Regional Council | לב השרון",971
927,https://undusting.org/edut710/admin/item/927,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גת רימון","moshav | מושב",710.Loc.00419,"Gat Rimon|Gat Rimmon",https://www.wikidata.org/wiki/Q2920196,"Israel Location",32.0677,34.88029722,"Drom HaSharon Regional Council | דרום השרון",300
926,https://undusting.org/edut710/admin/item/926,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גת (קיבוץ)","kibbutz | קיבוץ",710.Loc.00420,Gat|Gat(qibbuz),https://www.wikidata.org/wiki/Q2890586,"Israel Location",31.62719722,34.7941,"Yoav Regional Council | יואב",704
925,https://undusting.org/edut710/admin/item/925,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גזית,"human settlement | קיבוץ",710.Loc.00421,Gazit,https://www.wikidata.org/wiki/Q2890799,"Israel Location",32.6375,35.44709722,"Jezreel Valley Regional Council | עמק יזרעאל",655
924,https://undusting.org/edut710/admin/item/924,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גיאה,"moshav | מושב",710.Loc.00422,Ge'a,https://www.wikidata.org/wiki/Q2888554,"Israel Location",31.62699722,34.6039,"Hof Ashkelon Regional Council | חוף אשקלון",929
923,https://undusting.org/edut710/admin/item/923,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גאליה,"moshav | מושב",710.Loc.00423,Ge'alya,https://www.wikidata.org/wiki/Q2776793,"Israel Location",31.88489722,34.7661,"Gan Raveh Regional Council | גן רווה",942
922,https://undusting.org/edut710/admin/item/922,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גאולי תימן","moshav | מושב",710.Loc.00424,"Geulei Teiman|Ge'ule Teman",https://www.wikidata.org/wiki/Q2920104,"Israel Location",32.39229722,34.90169722,"Hefer Valley Regional Council | עמק חפר",369
921,https://undusting.org/edut710/admin/item/921,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גאולים,"moshav | מושב",710.Loc.00425,Geulim|Ge'ulim,https://www.wikidata.org/wiki/Q2888538,"Israel Location",32.29869722,34.94489722,"Lev HaSharon Regional Council | לב השרון",896
920,https://undusting.org/edut710/admin/item/920,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גדרה,"local council in Israel | עיר",710.Loc.00426,Gedera,https://www.wikidata.org/wiki/Q921505,"Israel Location",31.81388889,34.77833333,"Rehovot sub-district",26217
919,https://undusting.org/edut710/admin/item/919,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גפן,"moshav | מושב",710.Loc.00427,Gefen,https://www.wikidata.org/wiki/Q2920048,"Israel Location",31.7408,34.87819722,"Mateh Yehuda Regional Council | מטה יהודה",384
918,https://undusting.org/edut710/admin/item/918,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גליל ים","kibbutz | קיבוץ",710.Loc.00428,"Glil Yam|Gelil Yam",https://www.wikidata.org/wiki/Q2920031,"Israel Location",32.15659722,34.83089722,"Hof HaSharon Regional Council | חוף השרון",533
917,https://undusting.org/edut710/admin/item/917,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גרופית,"human settlement | קיבוץ",710.Loc.00429,Grofit|Gerofit,https://www.wikidata.org/wiki/Q2916536,"Israel Location",29.94359722,35.06869722,"Hevel Eilot Regional Council | חבל אילות",262
916,https://undusting.org/edut710/admin/item/916,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גשר,"kibbutz | קיבוץ",710.Loc.00430,Gesher,https://www.wikidata.org/wiki/Q955960,"Israel Location",32.62130278,35.5521,"Valley of Springs Regional Council | עמק המעיינות",425
915,https://undusting.org/edut710/admin/item/915,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גשר הזיו","kibbutz | קיבוץ",710.Loc.00431,"Gesher Haziv|Gesher Haziw",https://www.wikidata.org/wiki/Q2888533,"Israel Location",33.039,35.11129722,"Mateh Asher Regional Council | מטה אשר",1614
914,https://undusting.org/edut710/admin/item/914,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גשור,"human settlement | קיבוץ",710.Loc.00432,Geshur,https://www.wikidata.org/wiki/Q2889908,"Israel Location",32.81944444,35.71555556,"Golan Regional Council | גולן",289
913,https://undusting.org/edut710/admin/item/913,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גבע,"kibbutz | קיבוץ",710.Loc.00433,Geva,https://www.wikidata.org/wiki/Q1000908,"Israel Location",32.56649167,35.37155556,"Gilboa Regional Council | הגלבוע",625
912,https://undusting.org/edut710/admin/item/912,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבע כרמל","moshav | מושב",710.Loc.00434,"Geva Carmel|Geva Karmel",https://www.wikidata.org/wiki/Q2776856,"Israel Location",32.66199722,34.9545,"Hof HaCarmel Regional Council | חוף הכרמל",1200
911,https://undusting.org/edut710/admin/item/911,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבע בנימין","Israeli settlement | ישוב קהילתי",710.Loc.00435,"Geva Binyamin",https://www.wikidata.org/wiki/Q2890575,"Israel Location",31.85,35.2738,"Judea and Samaria Area | מטה בנימין",5682
910,https://undusting.org/edut710/admin/item/910,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעות בר","community settlement | ישוב קהילתי",710.Loc.00436,"Giv'ot Bar|Geva'ot Bar",https://www.wikidata.org/wiki/Q2888988,"Israel Location",31.3566,34.75619722,"Bnei Shimon Regional Council | בני שמעון",1307
909,https://undusting.org/edut710/admin/item/909,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גברעם,"kibbutz | קיבוץ",710.Loc.0019,Gvar'am|Gevar'am,https://www.wikidata.org/wiki/Q2889488,"710_Locations | Israel Location",31.59219722,34.61269722,"Hof Ashkelon Regional Council | חוף אשקלון",372
908,https://undusting.org/edut710/admin/item/908,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גבת,"human settlement | קיבוץ",710.Loc.00438,Gvat|Gevat,https://www.wikidata.org/wiki/Q941089,"Israel Location",32.67519722,35.21159722,"Jezreel Valley Regional Council | עמק יזרעאל",930
907,https://undusting.org/edut710/admin/item/907,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גבים,"human settlement | קיבוץ",710.Loc.0017,Gevim,https://www.wikidata.org/wiki/Q2888861,"710_Locations | Israel Location",31.5075,34.59861111,"Sha'ar HaNegev Regional Council | שער הנגב",520
906,https://undusting.org/edut710/admin/item/906,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גבולות,"kibbutz | קיבוץ",710.Loc.00440,Gvulot|Gevulot,https://www.wikidata.org/wiki/Q2890725,"Israel Location",31.2103,34.46609722,"Eshkol Regional Council | אשכול",299
905,https://undusting.org/edut710/admin/item/905,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גזר,"kibbutz | קיבוץ",710.Loc.00441,Gezer,https://www.wikidata.org/wiki/Q975999,"Israel Location",31.87527778,34.92138889,"Gezer Regional Council | גזר",273
904,https://undusting.org/edut710/admin/item/904,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גיבתון,"moshav | מושב",710.Loc.00443,Gibton|Gibbeton,https://www.wikidata.org/wiki/Q2777464,"Israel Location",31.88742778,34.80015,"Brenner Regional Council | ברנר",327
903,https://undusting.org/edut710/admin/item/903,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גדעונה,"community settlement | ישוב קהילתי",710.Loc.00444,Gidona|Gid'ona,https://www.wikidata.org/wiki/Q2777170,"Israel Location",32.5493,35.3577,"Gilboa Regional Council | הגלבוע",411
902,https://undusting.org/edut710/admin/item/902,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גילת,"human settlement | ישוב",710.Loc.0020,Gilat,https://www.wikidata.org/wiki/Q2701184,"710_Locations | Israel Location",31.32849722,34.64999722,"Merhavim Regional Council | מרחבים",1451
901,https://undusting.org/edut710/admin/item/901,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גלגל,"human settlement | ישוב",710.Loc.00446,Gilgal,https://www.wikidata.org/wiki/Q2289734,"Israel Location",32.033003,35.475689,"ערבות הירדן",
900,https://undusting.org/edut710/admin/item/900,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גילון,"community settlement | ישוב קהילתי",710.Loc.00447,Gilon,https://www.wikidata.org/wiki/Q2890311,"Israel Location",32.9031,35.2357,"Misgav Regional Council | משגב",1127
899,https://undusting.org/edut710/admin/item/899,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גמזו,"human settlement | מושב",710.Loc.00448,Gimzo,https://www.wikidata.org/wiki/Q2613825,"Israel Location",31.92527778,34.94166667,"Hevel Modi'in Regional Council | חבל מודיעין",1198
898,https://undusting.org/edut710/admin/item/898,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גינתון,"human settlement | מושב",710.Loc.00449,Ginaton|Ginnaton,https://www.wikidata.org/wiki/Q2613063,"Israel Location",31.9625,34.91416667,"Hevel Modi'in Regional Council | חבל מודיעין",884
897,https://undusting.org/edut710/admin/item/897,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גיניגר,"human settlement | קיבוץ",710.Loc.00450,Ginegar|Ginnegar,https://www.wikidata.org/wiki/Q2776845,"Israel Location",32.66389722,35.25829722,"Jezreel Valley Regional Council | עמק יזרעאל",655
896,https://undusting.org/edut710/admin/item/896,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גינוסר,"human settlement | קיבוץ",710.Loc.00451,Ginosar|Ginnosar,https://www.wikidata.org/wiki/Q1525069,"Israel Location",32.8475,35.52277778,"Emek HaYarden Regional Council | עמק הירדן",568
895,https://undusting.org/edut710/admin/item/895,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גיתה,"community settlement | ישוב קהילתי",710.Loc.00452,Gita|Gitta,https://www.wikidata.org/wiki/Q2776838,"Israel Location",32.96655833,35.23919722,"Ma'ale Yosef Regional Council | מעלה יוסף",266
894,https://undusting.org/edut710/admin/item/894,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,גיתית,"Israeli settlement | מושב",710.Loc.00453,Gitit|Gittit,https://www.wikidata.org/wiki/Q2708346,"Israel Location",32.10106111,35.39599722,"Bik'at HaYarden Regional Council | ערבות הירדן",500
893,https://undusting.org/edut710/admin/item/893,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת אבני","community settlement | ישוב קהילתי",710.Loc.00454,"Giv'at Avni",https://www.wikidata.org/wiki/Q2777301,"Israel Location",32.77527778,35.43861111,"Lower Galilee Regional Council | הגליל התחתון",2098
892,https://undusting.org/edut710/admin/item/892,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת ברנר","human settlement | קיבוץ",710.Loc.00455,"Givat Brenner|Giv'at Brenner",https://www.wikidata.org/wiki/Q476835,"Israel Location",31.86444444,34.80027778,"Brenner Regional Council | ברנר",2694
891,https://undusting.org/edut710/admin/item/891,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת אלה","community settlement | ישוב קהילתי",710.Loc.00456,"Givat Ela|Giv'at Ela",https://www.wikidata.org/wiki/Q2890834,"Israel Location",32.7218,35.2436,"Jezreel Valley Regional Council | עמק יזרעאל",1886
890,https://undusting.org/edut710/admin/item/890,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת השלושה","kibbutz | קיבוץ",710.Loc.00457,"Givat Hashlosha|Giv'at Hashelosha",https://www.wikidata.org/wiki/Q2497285,"Israel Location",32.0983,34.92099722,"Drom HaSharon Regional Council | דרום השרון",783
889,https://undusting.org/edut710/admin/item/889,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת חיים (איחוד)","kibbutz | קיבוץ",710.Loc.00458,"Givat Haim (ihud)|Giv'at Hayyim (ihud)",https://www.wikidata.org/wiki/Q2916651,"Israel Location",32.39808056,34.93180278,"Hefer Valley Regional Council | עמק חפר",1176
888,https://undusting.org/edut710/admin/item/888,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת חיים (מאוחד)","kibbutz | קיבוץ",710.Loc.00459,"Givat Haim Meuhad|Giv'at Hayyim(me'uha",https://www.wikidata.org/wiki/Q2889893,"Israel Location",32.39184722,34.93,"Hefer Valley Regional Council | עמק חפר",1062
887,https://undusting.org/edut710/admin/item/887,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת ח""ן","moshav | מושב",710.Loc.00460,"Givat Hen|Giv'at Hen",https://www.wikidata.org/wiki/Q2920459,"Israel Location",32.16709722,34.8761,"Drom HaSharon Regional Council | דרום השרון",360
886,https://undusting.org/edut710/admin/item/886,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"גבעת כ""ח","human settlement | מושב",710.Loc.00461,"Giv'at Ko'ah|Giv'at Koah",https://www.wikidata.org/wiki/Q2613353,"Israel Location",32.03,34.93611111,"Hevel Modi'in Regional Council | חבל מודיעין",859
