File,dcterms:identifier,status,omeka.walls,Location,OmekaIDLocation,LocationsHarpz,harpaz.location,harpas.death.location,note,name yael,harpaz id_,harpaz first and last name,id from btl,Name btl,facet
authorities-edut710-dead-kidnapped.csv,Per.710.001509,,3287,פסטיבל נובה,6,מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),,שגב ישראל קיז'נר,hrpz:1535,שגב קיז׳נר,btl:43956,שגב ישראל קיז'נר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001508,,3286,בארי,1135,בארי,בארי,בארי,,אבי מור,hrpz:105,אברהם מור,btl:43628,אבי מור,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001507,,3285,בארי,1135,בארי,בארי,בארי,,גלית קרבונה,hrpz:57,גלית מייזנר קרבונה,btl:43650,גלית קרבונה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001506,,3284,בארי,1135,בארי,בארי,בארי,,סמי קידר,hrpz:93,סמי קידר,btl:43645,סמי קידר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001505,,3283,בארי,1135,בארי,בארי,בארי,,רוני לוי,hrpz:99,רוני לוי,btl:43625,רוני לוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001504,,3282,בארי,1135,בארי,בארי,בארי,,מרדכי נווה,hrpz:108,מרדכי נווה,btl:43632,מרדכי נווה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001503,,3281,בארי,1135,בארי; ארוע בני ערובה,בארי; ארוע בני ערובה,בארי; ארוע בני ערובה,,עדי דגן,hrpz:64,עדי דגן,btl:43602,עדי דגן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001502,,3280,בארי,1135,בארי,בארי,בארי,,חיים זוהר,hrpz:188,חיים זוהר,btl:43613,חיים זוהר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001501,,3279,צומת שער הנגב,1285,צומת שער הנגב,צומת שער הנגב,צומת שער הנגב,,ענבר בויום,hrpz:55,ענבר בויום,btl:43583,ענבר בויום,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001500,,3278,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,רן שפר,hrpz:123,רן שפר,btl:43656,רן שפר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001499,,3277,בארי,1135,בארי,בארי,בארי,,גאולה בכר,hrpz:39,גאולה בכר,btl:43592,גאולה בכר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001498,,3276,בארי,1135,בארי,בארי,בארי,,עמיר וייס,hrpz:182,עמיר וייס,btl:43611,עמיר וייס,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001497,,3275,בארי,1135,בארי,בארי,בארי,,מתי וייס,hrpz:184,מתי וייס,btl:43610,מתי וייס,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001496,,3274,בארי,1135,בארי,בארי,בארי,,יונתן רפופורט,hrpz:112,יונתן רפופורט,btl:43653,יונתן רפופורט,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001495,,3273,בארי,1135,בארי,בארי,בארי,,יצחק קוזין,hrpz:63,יצחק קוזין,btl:43644,יצחק קוזין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001494,,3272,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,עווד דראושה,hrpz:1468,עווד דראושה,btl:43800,עווד דראושה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001493,,3271,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,בר שכטר,hrpz:1480,בר שכטר,btl:43990,בר שכטר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001492,,3270,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,רם סלע,hrpz:1533,רם סלע,btl:43918,רם סלע,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001491,,3269,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,ירוסלב גילר,hrpz:757,ירוסלב גילר,btl:43777,ירוסלב גילר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001490,,3268,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,דניאל בן סניור,hrpz:706,דניאל בן סניור,btl:43747,דניאל בן סניור,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001489,,3267,פסטיבל נובה,6,פסטיבל נובה; במה מרכזית,פסטיבל נובה; במה מרכזית,פסטיבל נובה; במה מרכזית,,שרון רחמני,hrpz:1729,שרון רחמני,,שרון רחמני,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001488,,3266,מערבית לזיקים,1352,מערבית לזיקים,מערבית לזיקים,מערבית לזיקים,מיכאל בן משה שושיאשוילי?,מיכאל בן משה,hrpz:1612,מיכאל בן משה מושיאשווילי,,מיכאל בן משה,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001487,,3265,פסטיבל נובה,6,סמוך לצומת גמה,סמוך לצומת גמה,סמוך לצומת גמה,,דניאל וולדמן,hrpz:959,דניאל וולדמן,btl:43808,דניאל וולדמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001486,,3264,פסטיבל נובה,6,סמוך לצומת גמה,סמוך לצומת גמה,סמוך לצומת גמה,,נעם שי,hrpz:853,נעם שי,44276,נעם שי,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001485,,3263,פסטיבל נובה,6,סמוך למיגונית בצומת גמה (דרום),סמוך למיגונית בצומת גמה (דרום),סמוך למיגונית בצומת גמה (דרום),,עומרי לביא,hrpz:1520,עומרי לביא,btl:43863,עומרי לביא,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001484,,3262,בארי,1135,בארי,בארי,בארי,,מני גודארד,hrpz:78,מנחם גודארד,btl:43599,מני גודארד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001483,,3261,בארי,1135,בארי,בארי,בארי,,איילת גודארד,hrpz:77,איילת גודארד פרג,btl:43600,איילת גודארד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001482,,3260,פסטיבל נובה,6,פסטיבל נובה; חסימה בכביש 232,פסטיבל נובה; חסימה בכביש 232,פסטיבל נובה; חסימה בכביש 232,,אהרון ארתור מרקוביצ'י,hrpz:1611,אהרון מרקוביצ׳י,,אהרון ארתור מרקוביצ'י,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001481,,3259,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,בן פישמן,hrpz:748,בן פישמן,btl:43943,בן פישמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001480,,3258,פסטיבל נובה,6,מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),,עינב אלקיים לוי,hrpz:745,עינב אלקיים-לוי,btl:43875,עינב אלקיים לוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001479,,3257,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,מתן ליאור מרדכי,hrpz:1505,מתן ליאור,btl:43877,מתן ליאור מרדכי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001478,,3256,פסטיבל נובה,6,מיגונית בצומת בארי,מיגונית בצומת בארי,מיגונית בצומת בארי,,לירז ניסן,hrpz:814,לירז ניסן,btl:43909,לירז ניסן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001477,,3255,פסטיבל נובה,6,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,,מור כהן,hrpz:1483,מור כהן,btl:43860,מור כהן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001476,,3254,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,אורון ביילין,hrpz:701,אורון ביילין,btl:43734,אורון ביילין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001475,,3253,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,שי רגב,hrpz:836,שי רגב,btl:43965,שי רגב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001474,,3252,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,קים דמתי,hrpz:724,קים דמתי,btl:43797,קים דמתי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001473,,3251,פסטיבל נובה,6,פסטיבל נובה; חסימה בכביש 232,פסטיבל נובה; חסימה בכביש 232,פסטיבל נובה; חסימה בכביש 232,,אביב אליהו,hrpz:742,אביב אליהו,btl:43704,אביב אליהו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001472,,3250,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,ליאור מימון,hrpz:803,ליאור מימון,btl:43891,ליאור מימון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001471,,3249,פסטיבל נובה,6,מזרחית לחניון רעים,מזרחית לחניון רעים,מזרחית לחניון רעים,,בן ברנשטיין,hrpz:709,בן ברנשטיין,btl:43763,בן ברנשטיין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001470,,3248,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,דין בר,hrpz:692,דין בר,btl:43752,דין בר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001469,,3247,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,איתן שניר,hrpz:869,איתן שניר,btl:43998,איתן שניר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001468,,3246,פסטיבל נובה,6,מזרחית לחניון רעים,מזרחית לחניון רעים,מזרחית לחניון רעים,,אור זיו,hrpz:1622,אור זיו,btl:43822,אור זיו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001467,,3245,צומת שער הנגב,1285,צומת שער הנגב,צומת שער הנגב,צומת שער הנגב,,סמי אלגרגאוי,hrpz:1469,סמי ג׳רג׳אוי,btl:43286,סמי אלגרגאוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001466,,3244,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,נועה אנגלנדר,hrpz:747,נועה אנגלנדר,btl:43711,נועה אנגלנדר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001465,,3243,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,דנה פטרנקו,hrpz:826,דניאלה פטרנקו,btl:43942,דנה פטרנקו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001464,,3242,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,מוריה רביב,hrpz:832,מוריה רביב,btl:43963,מוריה רביב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001463,,3241,פסטיבל נובה,6,סמוך לכיסופים,סמוך לכיסופים,סמוך לכיסופים,,רייצ'ל דב,hrpz:1547,רחל דב,btl:43786,רייצ'ל דב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001461,,3239,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,חי צפתי,hrpz:1570,חי צפתי,btl:43953,חי צפתי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001460,,3238,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,מור טרבלסי,hrpz:1553,מור טרבלסי,btl:43847,מור טרבלסי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001459,,3237,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,מפל אדם,hrpz:673,מפל אדם,btl:43686,מפל אדם,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001458,,3236,פסטיבל נובה,6,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,,זיו פרנקל,hrpz:750,זיו פרנקל,btl:43948,זיו פרנקל,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001457,,3235,פסטיבל נובה,6,פסטיבל נובה; מכולות צהובות,פסטיבל נובה; מכולות צהובות,פסטיבל נובה; מכולות צהובות,,ירדן בוסקילה,hrpz:717,ירדן בוסקילה,btl:43726,ירדן בוסקילה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001455,,3233,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,יונתן שפיק ריכטר,hrpz:839,יונתן ריכטר,btl:43976,יונתן שפיק ריכטר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001454,,3232,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,אוריה ליטמן ריקרדו,hrpz:838,אוריה ליטמן-ריקרדו,btl:43977,אוריה ליטמן ריקרדו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001453,,3231,פסטיבל נובה,6,סמוך למיגונית בצומת גמה (דרום),סמוך למיגונית בצומת גמה (דרום),סמוך למיגונית בצומת גמה (דרום),,גיל אבני,hrpz:1521,גיל אבני,btl:43681,גיל אבני,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001452,,3230,פסטיבל נובה,6,מיגונית בצומת בארי,מיגונית בצומת בארי,מיגונית בצומת בארי,,עדי מרגלית,hrpz:1548,עדי מרגלית,btl:43901,עדי מרגלית,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001451,,3229,פסטיבל נובה,6,מיגונית בצומת בארי,מיגונית בצומת בארי,מיגונית בצומת בארי,,רוני שטרית,hrpz:863,רוני שטרית,btl:43987,רוני שטרית,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001450,,3228,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,מאיה בן דוד,hrpz:1444,מאיה בן דוד ג׳יבלי,btl:43482,מאיה בן דוד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001449,,3227,פסטיבל נובה,6,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,,לין דפני,hrpz:727,לין דפני,btl:43799,לין דפני,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001448,,3226,בארי,1135,בארי,בארי,בארי,,אבי עמר,hrpz:1705,אבי עמר,,אבי עמר,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001447,,3225,בארי,1135,בארי,בארי,בארי,,דן גנות,hrpz:1578,דן גנות,,דן גנות,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001446,,3224,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,שרון ליבוביץ',hrpz:998,שרון ליבוביץ׳,,שרון ליבוביץ',יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001445,,3223,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,זיו חג'בי,hrpz:768,זיו חג׳בי,btl:43828,זיו חג'בי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001444,,3222,אשקלון,1183,"אשקלון; בי""ח ברזילי","אשקלון; בי""ח ברזילי","אשקלון; בי""ח ברזילי",,שרגא חסיד,hrpz:2038,שרגא חסיד,btl:44008,שרגא חסיד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001443,,3221,פסטיבל נובה,6,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,,שיר ג'ורג'י,hrpz:755,שיר ג׳ורג׳י,btl:43765,שיר ג'ורג'י,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001442,,3220,צומת מבטחים,1291,צומת מבטחים,צומת מבטחים,צומת מבטחים,,ציון לוי,hrpz:1625,ציון לוי,btl:43870,ציון לוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001441,,3219,מסיבה פסידאק,5,שער ניר עוז,שער ניר עוז,שער ניר עוז,,יובל רביע,hrpz:1046,יובל רביע,btl:43669,יובל רביע,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001440,,3218,מסיבה פסידאק,5,שער ניר עוז,שער ניר עוז,שער ניר עוז,,נועם רביע,hrpz:1045,נועם רביע,btl:43670,נועם רביע,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001439,,3217,מסיבה פסידאק,5,צומת מבטחים,צומת מבטחים,צומת מבטחים,,נוי מעודי,hrpz:1043,נוי מעודי,btl:43665,נוי מעודי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001438,,3216,מסיבה פסידאק,5,צומת מבטחים,צומת מבטחים,צומת מבטחים,,מוטי אלקבץ,hrpz:1039,מוטי אלקבץ,btl:43660,מוטי אלקבץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001437,,3215,עין השלושה,986,עין השלושה,עין השלושה,עין השלושה,,נועה גלזברג,hrpz:201,נועה גלזברג,btl:43341,נועה גלזברג,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001436,,3214,עין השלושה,986,עין השלושה,עין השלושה,עין השלושה,,סילביה מירנסקי,hrpz:203,סילביה מרנסקי,btl:43339,סילביה מירנסקי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001435,,3213,פסטיבל נובה,6,צומת מבטחים,צומת מבטחים,צומת מבטחים,,דן דמרי,hrpz:1457,דן דמרי,btl:43796,דן דמרי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001434,,3212,צומת מבטחים,1291,צומת מבטחים,צומת מבטחים,צומת מבטחים,,שיר ירון,hrpz:1524,שיר ירון,btl:43379,שיר ירון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001433,,3211,פסטיבל נובה,6,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,,ליאור אסולין,hrpz:684,ליאור אסולין,btl:43713,ליאור אסולין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001432,,3210,בארי,1135,בארי,בארי,בארי,,אדריאן נטע,hrpz:31,אדריאן נטע,btl:43633,אדריאן נטע,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001431,,3209,בארי,1135,בארי,בארי,בארי,,כנרת גת,hrpz:75,כנרת גת,btl:43601,כנרת גת,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001430,,3208,בארי,1135,בארי,בארי,בארי,,נרקיס הנד,hrpz:84,נרקיס הנד,btl:43604,נרקיס הנד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001429,,3207,בארי,1135,בארי,בארי,בארי,,בוריס דנילוב,hrpz:149,בוריס דנילוב,,בוריס דנילוב,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001428,,3206,בארי,1135,בארי,בארי,בארי,,גדיף מולוגטה,hrpz:150,גדיף מולוגטה,,גדיף מולוגטה,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001427,,3205,בארי,1135,בארי,בארי,בארי,,דור מנגדי,hrpz:151,דור מנגדי,,דור מנגדי,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001426,,3204,פסטיבל נובה,6,מיגונית בכניסה לעלומים,מיגונית בכניסה לעלומים,מיגונית בכניסה לעלומים,,סאן אמנון יעקובוב,hrpz:961,סאן-אמנון יעקובוב,btl:43854,סאן אמנון יעקובוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001425,,3203,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,נועה חיאל,hrpz:719,נועה חיאל,btl:43832,נועה חיאל,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001424,,3202,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,גידי חיאל,hrpz:718,גידי חיאל,btl:43831,גידי חיאל,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001423,,3201,פסטיבל נובה,6,מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),,איתי בנג'ו,hrpz:1446,איתי בנג׳ו,btl:43751,איתי בנג'ו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001422,,3200,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,דניאל שיינקרמן,hrpz:860,דניאל שיינקרמן,btl:43988,דניאל שיינקרמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001421,,3199,נחל עוז,491,נחל עוז,נחל עוז,נחל עוז,,תומר ערבה אליעז,hrpz:406,תומר ערבה אליעז,btl:43536,תומר ערבה אליעז,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001420,,3198,נחל עוז,491,נחל עוז,נחל עוז,נחל עוז,,דיקלה ערבה,hrpz:405,דקלה ערבה,btl:43535,דיקלה ערבה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001419,,3197,פסטיבל נובה,6,מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),,לאור אברמוב,hrpz:1470,לאור אברמוב,btl:43684,לאור אברמוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001418,,3196,פסטיבל נובה,6,מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),מיגונית בצומת רעים (מערב),,תמר סמט,hrpz:844,תמר סמט,btl:43921,תמר סמט,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001417,,3195,פסטיבל נובה,6,אזור למפלסים,סמוך למפלסים,סמוך למפלסים,,מעיין מור,hrpz:810,מעיין מור,btl:43887,מעיין מור,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001416,,3194,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,יוחאי אזולאי,hrpz:690,יוחאי אזולאי,btl:43692,יוחאי אזולאי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001415,,3193,מסיבה פסידאק,5,שער ניר עוז,שער ניר עוז,שער ניר עוז,,איתי יוסטון הדר,hrpz:1040,איתי הדר,btl:43662,איתי יוסטון הדר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001414,,3192,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,ליאור חדד אטיאס,hrpz:1453,ליאור אטיאס חדד,btl:43829,ליאור חדד אטיאס,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001413,,3191,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,יהונתן רום,hrpz:841,יהונתן רום,btl:43969,יהונתן רום,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001412,,3190,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,אביב קוץ,hrpz:321,אביב קוץ,btl:43515,אביב קוץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001411,,3189,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,ליבנת קוץ,hrpz:322,לבנת קוץ,btl:43518,ליבנת קוץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001410,,3188,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,יונתן קוץ,hrpz:325,יונתן קוץ,btl:43516,יונתן קוץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001409,,3187,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,יפתח קוץ,hrpz:324,יפתח קוץ,btl:43517,יפתח קוץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001408,,3186,נחל עוז,491,נחל עוז,נחל עוז,נחל עוז,,שושנה שושי ברוש,hrpz:409,שושנה ברוש,btl:43537,שושנה שושי ברוש,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001407,,3185,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,סיון ינין,hrpz:646,סיון ינין,,סיון ינין,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001406,,3184,אופקים,397,אופקים,אופקים,אופקים,,עדנה מלקמו,hrpz:1001,עדנה מלקמו,btl:43458,עדנה מלקמו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001405,,3183,בארי,1135,בארי,בארי,בארי,,זיו שופן,hrpz:124,זיו שופן,btl:43654,זיו שופן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001404,,3182,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,יזהר פלד,hrpz:332,יזהר פלד,btl:43510,יזהר פלד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001403,,3181,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,גילה פלד,hrpz:331,גילה פלד,btl:43511,גילה פלד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001402,,3180,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,דניאל פלד,hrpz:330,דניאל פלד,btl:43509,דניאל פלד,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001401,,3179,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,אוראל פסו,hrpz:1631,אוראל פסו,btl:43944,אוראל פסו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001400,,3178,כיסופים,666,כיסופים,כיסופים,כיסופים,,ראובן הייניק,hrpz:376,ראובן הייניק,btl:43337,ראובן הייניק,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001399,,3177,בארי,1135,בארי,בארי,בארי,,יורם בר סיני,hrpz:43,יורם בר סיני,btl:43597,יורם בר סיני,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001398,,3176,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,תפארת לפידות,hrpz:789,תפארת לפידות,btl:43880,תפארת לפידות,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001397,,3175,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,אביה גנוט,hrpz:754,אביה גנוט,btl:43783,אביה גנוט,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001396,,3174,פסטיבל נובה,6,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,פסטיבל נובה; אמבולנס,,בר תומר,hrpz:879,בר תומר,btl:44002,בר תומר,יש התאמה להכל
